Date,1 Mo,3 Mo,6 Mo,1 Yr,2 Yr,3 Yr,5 Yr,7 Yr,10 Yr,20 Yr,30 Yr
1/4/2010,0.05,0.08,0.18,0.45,1.09,1.66,2.65,3.36,3.85,4.6,4.65
1/5/2010,0.03,0.07,0.17,0.41,1.01,1.57,2.56,3.28,3.77,4.54,4.59
1/6/2010,0.03,0.06,0.15,0.4,1.01,1.6,2.6,3.33,3.85,4.63,4.7
1/7/2010,0.02,0.05,0.16,0.4,1.03,1.62,2.62,3.33,3.85,4.62,4.69
1/8/2010,0.02,0.05,0.15,0.37,0.96,1.56,2.57,3.31,3.83,4.61,4.7
1/11/2010,0.01,0.04,0.13,0.35,0.95,1.55,2.58,3.32,3.85,4.64,4.74
1/12/2010,0.02,0.05,0.14,0.34,0.92,1.5,2.49,3.22,3.74,4.52,4.62
1/13/2010,0.02,0.06,0.15,0.37,0.97,1.54,2.55,3.28,3.8,4.6,4.71
1/14/2010,0.02,0.05,0.14,0.34,0.94,1.49,2.51,3.23,3.76,4.52,4.63
1/15/2010,0.03,0.06,0.15,0.33,0.89,1.44,2.44,3.17,3.7,4.48,4.58
1/19/2010,0.03,0.06,0.14,0.33,0.93,1.48,2.48,3.2,3.73,4.49,4.6
1/20/2010,0.03,0.05,0.14,0.31,0.92,1.46,2.45,3.16,3.68,4.43,4.54
1/21/2010,0.02,0.06,0.14,0.31,0.87,1.41,2.38,3.09,3.62,4.38,4.5
1/22/2010,0.02,0.06,0.14,0.3,0.84,1.39,2.37,3.09,3.62,4.38,4.5
1/25/2010,0.02,0.06,0.14,0.3,0.86,1.4,2.39,3.12,3.66,4.42,4.55
1/26/2010,0.02,0.07,0.14,0.32,0.87,1.4,2.38,3.11,3.65,4.43,4.56
1/27/2010,0.01,0.08,0.16,0.33,0.9,1.46,2.43,3.14,3.66,4.42,4.55
1/28/2010,0.01,0.08,0.15,0.31,0.87,1.44,2.41,3.15,3.68,4.44,4.57
1/29/2010,0.02,0.08,0.15,0.3,0.82,1.38,2.34,3.08,3.63,4.38,4.51
2/1/2010,0.05,0.1,0.17,0.33,0.86,1.41,2.38,3.12,3.68,4.43,4.56
2/2/2010,0.04,0.1,0.17,0.33,0.86,1.41,2.37,3.11,3.67,4.42,4.55
2/3/2010,0.05,0.1,0.17,0.35,0.88,1.44,2.4,3.16,3.73,4.49,4.62
2/4/2010,0.04,0.09,0.16,0.32,0.8,1.34,2.29,3.06,3.62,4.39,4.53
2/5/2010,0.03,0.1,0.17,0.31,0.77,1.28,2.23,3,3.59,4.36,4.51
2/8/2010,0.04,0.12,0.17,0.32,0.79,1.3,2.26,3.03,3.62,4.38,4.52
2/9/2010,0.05,0.12,0.18,0.34,0.84,1.37,2.32,3.08,3.67,4.44,4.58
2/10/2010,0.06,0.11,0.19,0.38,0.91,1.44,2.39,3.14,3.72,4.51,4.65
2/11/2010,0.05,0.11,0.18,0.38,0.91,1.43,2.39,3.15,3.73,4.54,4.69
2/12/2010,0.04,0.1,0.18,0.35,0.84,1.38,2.35,3.11,3.69,4.52,4.66
2/16/2010,0.04,0.1,0.18,0.34,0.82,1.36,2.32,3.08,3.66,4.49,4.63
2/17/2010,0.07,0.1,0.18,0.35,0.87,1.42,2.4,3.16,3.74,4.56,4.7
2/18/2010,0.07,0.1,0.18,0.37,0.9,1.47,2.46,3.23,3.79,4.61,4.74
2/19/2010,0.06,0.11,0.2,0.39,0.95,1.51,2.48,3.24,3.78,4.58,4.71
2/22/2010,0.06,0.11,0.19,0.37,0.91,1.48,2.47,3.25,3.8,4.6,4.73
2/23/2010,0.08,0.12,0.2,0.36,0.87,1.42,2.37,3.13,3.69,4.49,4.63
2/24/2010,0.08,0.12,0.19,0.34,0.87,1.42,2.4,3.14,3.7,4.49,4.63
2/25/2010,0.09,0.13,0.19,0.32,0.82,1.38,2.33,3.09,3.64,4.44,4.58
2/26/2010,0.09,0.13,0.19,0.32,0.81,1.36,2.3,3.05,3.61,4.4,4.55
3/1/2010,0.09,0.13,0.19,0.32,0.8,1.34,2.28,3.04,3.61,4.41,4.56
3/2/2010,0.09,0.14,0.19,0.32,0.8,1.33,2.27,3.04,3.62,4.42,4.57
3/3/2010,0.09,0.14,0.19,0.33,0.82,1.34,2.27,3.04,3.63,4.43,4.58
3/4/2010,0.09,0.14,0.19,0.35,0.86,1.38,2.28,3.03,3.61,4.4,4.56
3/5/2010,0.11,0.15,0.2,0.38,0.91,1.43,2.35,3.1,3.69,4.49,4.64
3/8/2010,0.11,0.16,0.21,0.39,0.9,1.43,2.36,3.13,3.72,4.52,4.68
3/9/2010,0.12,0.16,0.21,0.37,0.89,1.43,2.34,3.11,3.71,4.53,4.68
3/10/2010,0.12,0.15,0.21,0.39,0.92,1.45,2.39,3.14,3.73,4.53,4.69
3/11/2010,0.12,0.16,0.22,0.4,0.97,1.5,2.43,3.16,3.73,4.51,4.66
3/12/2010,0.1,0.15,0.24,0.41,0.97,1.5,2.42,3.15,3.71,4.47,4.62
3/15/2010,0.12,0.17,0.24,0.4,0.96,1.49,2.42,3.15,3.71,4.48,4.63
3/16/2010,0.14,0.16,0.24,0.41,0.93,1.47,2.37,3.1,3.66,4.43,4.59
3/17/2010,0.13,0.15,0.23,0.41,0.95,1.47,2.38,3.1,3.65,4.41,4.56
3/18/2010,0.14,0.16,0.26,0.41,0.98,1.52,2.44,3.14,3.68,4.43,4.59
3/19/2010,0.13,0.16,0.25,0.42,1.02,1.56,2.48,3.16,3.7,4.41,4.58
3/22/2010,0.13,0.15,0.24,0.41,1.01,1.54,2.43,3.12,3.67,4.41,4.57
3/23/2010,0.11,0.14,0.23,0.4,1.02,1.55,2.44,3.13,3.69,4.43,4.6
3/24/2010,0.12,0.14,0.23,0.44,1.08,1.67,2.62,3.28,3.84,4.56,4.72
3/25/2010,0.12,0.14,0.25,0.44,1.1,1.69,2.65,3.37,3.91,4.63,4.77
3/26/2010,0.11,0.14,0.25,0.43,1.04,1.64,2.59,3.31,3.86,4.6,4.75
3/29/2010,0.11,0.15,0.24,0.42,1.04,1.65,2.6,3.32,3.88,4.61,4.76
3/30/2010,0.13,0.16,0.24,0.44,1.06,1.65,2.6,3.32,3.88,4.59,4.75
3/31/2010,0.15,0.16,0.24,0.41,1.02,1.6,2.55,3.28,3.84,4.55,4.72
4/1/2010,0.16,0.16,0.24,0.42,1.05,1.63,2.59,3.32,3.89,4.58,4.74
4/2/2010,0.15,0.16,0.26,0.46,1.11,1.7,2.67,3.4,3.96,4.65,4.81
4/5/2010,0.16,0.18,0.27,0.48,1.18,1.77,2.75,3.46,4.01,4.69,4.85
4/6/2010,0.17,0.17,0.26,0.49,1.14,1.74,2.71,3.42,3.98,4.68,4.84
4/7/2010,0.16,0.17,0.25,0.47,1.06,1.66,2.62,3.33,3.89,4.58,4.74
4/8/2010,0.16,0.17,0.24,0.46,1.09,1.68,2.64,3.36,3.91,4.6,4.75
4/9/2010,0.16,0.16,0.25,0.46,1.08,1.68,2.65,3.34,3.9,4.58,4.74
4/12/2010,0.15,0.16,0.24,0.46,1.07,1.65,2.6,3.29,3.87,4.54,4.7
4/13/2010,0.15,0.16,0.24,0.45,1.07,1.65,2.58,3.27,3.84,4.52,4.68
4/14/2010,0.15,0.16,0.24,0.45,1.07,1.65,2.61,3.31,3.88,4.57,4.72
4/15/2010,0.16,0.16,0.23,0.43,1.04,1.62,2.57,3.28,3.86,4.56,4.72
4/16/2010,0.15,0.16,0.24,0.41,0.98,1.56,2.49,3.2,3.79,4.5,4.67
4/19/2010,0.15,0.16,0.23,0.43,1.01,1.59,2.54,3.25,3.83,4.54,4.7
4/20/2010,0.14,0.16,0.24,0.42,1.05,1.62,2.56,3.25,3.82,4.51,4.67
4/21/2010,0.14,0.15,0.23,0.44,1.03,1.6,2.52,3.2,3.77,4.45,4.61
4/22/2010,0.15,0.16,0.24,0.45,1.07,1.64,2.57,3.26,3.8,4.48,4.65
4/23/2010,0.14,0.16,0.26,0.46,1.1,1.68,2.61,3.3,3.84,4.51,4.67
4/26/2010,0.14,0.16,0.25,0.47,1.09,1.67,2.6,3.28,3.83,4.5,4.67
4/27/2010,0.14,0.16,0.24,0.42,1.03,1.55,2.46,3.14,3.71,4.4,4.56
4/28/2010,0.14,0.16,0.24,0.43,1.03,1.61,2.53,3.23,3.8,4.47,4.63
4/29/2010,0.15,0.17,0.23,0.42,1.01,1.58,2.49,3.19,3.76,4.42,4.6
4/30/2010,0.14,0.16,0.25,0.41,0.97,1.51,2.43,3.12,3.69,4.36,4.53
5/3/2010,0.14,0.17,0.25,0.43,1,1.56,2.47,3.16,3.72,4.37,4.53
5/4/2010,0.15,0.16,0.24,0.43,0.96,1.49,2.38,3.07,3.63,4.27,4.43
5/5/2010,0.14,0.15,0.22,0.39,0.88,1.43,2.31,3,3.58,4.23,4.39
5/6/2010,0.06,0.11,0.16,0.34,0.75,1.27,2.13,2.83,3.41,4.03,4.19
5/7/2010,0.08,0.13,0.21,0.38,0.83,1.32,2.17,2.87,3.45,4.11,4.28
5/10/2010,0.13,0.16,0.22,0.39,0.87,1.4,2.27,2.98,3.57,4.23,4.41
5/11/2010,0.15,0.16,0.23,0.38,0.85,1.37,2.26,2.97,3.56,4.24,4.42
5/12/2010,0.16,0.16,0.22,0.4,0.89,1.4,2.29,3.01,3.56,4.29,4.47
5/13/2010,0.15,0.16,0.22,0.4,0.87,1.37,2.27,2.98,3.55,4.26,4.47
5/14/2010,0.15,0.16,0.22,0.34,0.79,1.28,2.16,2.87,3.44,4.13,4.32
5/17/2010,0.16,0.16,0.23,0.36,0.81,1.3,2.2,2.9,3.47,4.17,4.35
5/18/2010,0.17,0.17,0.23,0.35,0.76,1.23,2.11,2.82,3.38,4.08,4.26
5/19/2010,0.17,0.17,0.23,0.35,0.8,1.26,2.13,2.82,3.36,4.07,4.24
5/20/2010,0.17,0.17,0.22,0.34,0.76,1.2,2.04,2.71,3.25,3.96,4.13
5/21/2010,0.17,0.17,0.24,0.35,0.76,1.19,2.02,2.67,3.2,3.91,4.07
5/24/2010,0.16,0.17,0.23,0.35,0.77,1.21,2.04,2.69,3.23,3.96,4.12
5/25/2010,0.16,0.17,0.22,0.36,0.81,1.21,2.01,2.63,3.18,3.91,4.07
5/26/2010,0.16,0.17,0.23,0.37,0.82,1.28,2.06,2.68,3.21,3.94,4.11
5/27/2010,0.16,0.17,0.23,0.37,0.87,1.35,2.18,2.81,3.34,4.08,4.24
5/28/2010,0.15,0.16,0.22,0.34,0.76,1.26,2.1,2.75,3.31,4.05,4.22
6/1/2010,0.14,0.16,0.23,0.35,0.78,1.26,2.09,2.74,3.29,4.03,4.19
6/2/2010,0.13,0.16,0.22,0.38,0.82,1.3,2.14,2.81,3.35,4.08,4.24
6/3/2010,0.13,0.14,0.22,0.38,0.82,1.31,2.17,2.84,3.39,4.12,4.29
6/4/2010,0.12,0.14,0.22,0.34,0.72,1.17,1.98,2.65,3.2,3.95,4.13
6/7/2010,0.1,0.12,0.21,0.35,0.74,1.17,1.95,2.62,3.17,3.93,4.11
6/8/2010,0.1,0.12,0.19,0.34,0.74,1.21,1.98,2.63,3.18,3.92,4.1
6/9/2010,0.08,0.1,0.17,0.33,0.74,1.19,1.99,2.64,3.2,3.94,4.12
6/10/2010,0.06,0.1,0.18,0.34,0.79,1.27,2.12,2.78,3.33,4.06,4.25
6/11/2010,0.04,0.08,0.16,0.3,0.75,1.21,2.03,2.68,3.24,3.97,4.15
6/14/2010,0.02,0.07,0.15,0.31,0.77,1.23,2.07,2.73,3.28,4.02,4.2
6/15/2010,0.03,0.09,0.16,0.31,0.79,1.26,2.1,2.77,3.32,4.06,4.23
6/16/2010,0.06,0.1,0.17,0.3,0.75,1.22,2.06,2.73,3.27,4,4.18
6/17/2010,0.05,0.09,0.16,0.28,0.72,1.18,2.01,2.67,3.21,3.95,4.13
6/18/2010,0.04,0.11,0.17,0.3,0.74,1.2,2.04,2.7,3.24,3.97,4.15
6/21/2010,0.05,0.12,0.17,0.29,0.74,1.21,2.05,2.72,3.26,3.99,4.17
6/22/2010,0.08,0.13,0.18,0.29,0.71,1.15,1.98,2.64,3.18,3.92,4.1
6/23/2010,0.07,0.13,0.19,0.3,0.66,1.11,1.93,2.58,3.13,3.87,4.05
6/24/2010,0.07,0.13,0.19,0.29,0.67,1.1,1.93,2.59,3.14,3.91,4.09
6/25/2010,0.05,0.13,0.2,0.29,0.65,1.07,1.9,2.57,3.12,3.89,4.07
6/28/2010,0.07,0.17,0.22,0.3,0.62,1.03,1.83,2.49,3.05,3.82,4.01
6/29/2010,0.09,0.15,0.22,0.31,0.61,0.99,1.78,2.43,2.97,3.76,3.94
6/30/2010,0.17,0.18,0.22,0.32,0.61,1,1.79,2.42,2.97,3.74,3.91
7/1/2010,0.16,0.17,0.22,0.32,0.63,1.01,1.8,2.43,2.96,3.71,3.88
7/2/2010,0.16,0.17,0.22,0.31,0.63,1.04,1.82,2.46,3,3.77,3.94
7/6/2010,0.17,0.17,0.21,0.32,0.62,1,1.76,2.4,2.95,3.71,3.89
7/7/2010,0.17,0.16,0.2,0.31,0.63,1.01,1.79,2.45,3,3.78,3.96
7/8/2010,0.17,0.15,0.19,0.3,0.63,1.01,1.8,2.48,3.04,3.81,4
7/9/2010,0.16,0.16,0.2,0.3,0.63,1.03,1.85,2.52,3.07,3.85,4.04
7/12/2010,0.16,0.16,0.2,0.3,0.65,1.06,1.85,2.51,3.08,3.86,4.05
7/13/2010,0.16,0.15,0.2,0.3,0.67,1.09,1.9,2.57,3.15,3.92,4.1
7/14/2010,0.16,0.15,0.19,0.27,0.62,1.02,1.82,2.49,3.07,3.84,4.03
7/15/2010,0.16,0.15,0.2,0.27,0.61,0.98,1.76,2.43,3,3.77,3.97
7/16/2010,0.14,0.15,0.19,0.28,0.61,0.94,1.7,2.37,2.96,3.74,3.95
7/19/2010,0.15,0.17,0.2,0.28,0.61,0.95,1.73,2.4,2.99,3.78,3.99
7/20/2010,0.16,0.16,0.19,0.27,0.61,0.94,1.71,2.39,2.98,3.78,3.99
7/21/2010,0.16,0.16,0.19,0.27,0.58,0.91,1.66,2.32,2.9,3.68,3.89
7/22/2010,0.15,0.16,0.2,0.27,0.6,0.92,1.69,2.38,2.96,3.75,3.95
7/23/2010,0.15,0.16,0.2,0.27,0.6,0.94,1.75,2.43,3.02,3.81,4.01
7/26/2010,0.15,0.16,0.2,0.29,0.62,0.97,1.76,2.45,3.03,3.82,4.03
7/27/2010,0.16,0.15,0.21,0.3,0.65,1.02,1.82,2.51,3.08,3.88,4.08
7/28/2010,0.15,0.15,0.2,0.3,0.61,0.95,1.75,2.43,3.03,3.86,4.07
7/29/2010,0.15,0.15,0.2,0.3,0.59,0.92,1.7,2.4,3.03,3.86,4.08
7/30/2010,0.14,0.15,0.2,0.29,0.55,0.84,1.6,2.3,2.94,3.74,3.98
8/2/2010,0.14,0.16,0.2,0.28,0.56,0.85,1.64,2.35,2.99,3.82,4.06
8/3/2010,0.15,0.16,0.2,0.27,0.53,0.8,1.55,2.27,2.94,3.78,4.04
8/4/2010,0.15,0.16,0.2,0.28,0.56,0.86,1.62,2.33,2.98,3.81,4.07
8/5/2010,0.15,0.15,0.19,0.27,0.53,0.81,1.57,2.28,2.94,3.78,4.05
8/6/2010,0.14,0.15,0.19,0.25,0.5,0.78,1.51,2.21,2.86,3.71,4
8/9/2010,0.14,0.15,0.19,0.26,0.54,0.81,1.54,2.21,2.86,3.73,4.01
8/10/2010,0.15,0.15,0.19,0.25,0.52,0.78,1.46,2.14,2.79,3.7,4
8/11/2010,0.15,0.15,0.19,0.25,0.54,0.78,1.44,2.08,2.72,3.62,3.93
8/12/2010,0.15,0.16,0.18,0.25,0.55,0.81,1.48,2.11,2.74,3.63,3.94
8/13/2010,0.14,0.15,0.19,0.26,0.54,0.81,1.47,2.07,2.68,3.56,3.87
8/16/2010,0.15,0.16,0.19,0.25,0.51,0.76,1.4,2,2.58,3.42,3.72
8/17/2010,0.16,0.17,0.19,0.26,0.52,0.78,1.44,2.06,2.64,3.47,3.77
8/18/2010,0.16,0.16,0.19,0.25,0.51,0.77,1.46,2.06,2.64,3.44,3.73
8/19/2010,0.16,0.16,0.19,0.25,0.49,0.74,1.41,2.02,2.58,3.37,3.66
8/20/2010,0.15,0.15,0.19,0.26,0.49,0.78,1.47,2.07,2.62,3.38,3.67
8/23/2010,0.15,0.16,0.19,0.25,0.49,0.76,1.43,2.04,2.6,3.37,3.65
8/24/2010,0.17,0.16,0.2,0.27,0.5,0.72,1.36,1.95,2.5,3.28,3.57
8/25/2010,0.17,0.16,0.19,0.26,0.53,0.77,1.4,2,2.54,3.31,3.59
8/26/2010,0.17,0.16,0.19,0.25,0.51,0.77,1.38,1.97,2.5,3.25,3.53
8/27/2010,0.17,0.15,0.19,0.27,0.56,0.83,1.49,2.09,2.66,3.41,3.69
8/30/2010,0.16,0.14,0.19,0.26,0.5,0.75,1.39,1.98,2.54,3.3,3.6
8/31/2010,0.16,0.14,0.19,0.25,0.47,0.72,1.33,1.92,2.47,3.23,3.52
9/1/2010,0.16,0.13,0.19,0.25,0.5,0.75,1.41,2.02,2.58,3.35,3.65
9/2/2010,0.15,0.14,0.18,0.25,0.5,0.76,1.43,2.06,2.63,3.41,3.72
9/3/2010,0.15,0.14,0.19,0.25,0.52,0.81,1.49,2.14,2.72,3.49,3.79
9/7/2010,0.13,0.14,0.18,0.25,0.49,0.77,1.41,2.04,2.61,3.37,3.67
9/8/2010,0.1,0.14,0.19,0.24,0.52,0.8,1.46,2.09,2.66,3.42,3.72
9/9/2010,0.1,0.14,0.19,0.26,0.57,0.87,1.57,2.2,2.77,3.54,3.84
9/10/2010,0.1,0.14,0.19,0.27,0.58,0.88,1.59,2.24,2.81,3.58,3.88
9/13/2010,0.1,0.15,0.19,0.26,0.53,0.82,1.51,2.15,2.74,3.52,3.83
9/14/2010,0.11,0.15,0.2,0.26,0.5,0.77,1.43,2.09,2.68,3.48,3.79
9/15/2010,0.11,0.15,0.2,0.26,0.5,0.77,1.46,2.13,2.74,3.55,3.87
9/16/2010,0.12,0.16,0.2,0.25,0.48,0.77,1.48,2.17,2.77,3.61,3.92
9/17/2010,0.12,0.16,0.2,0.26,0.48,0.75,1.46,2.14,2.75,3.6,3.9
9/20/2010,0.12,0.17,0.2,0.26,0.47,0.73,1.43,2.1,2.72,3.57,3.87
9/21/2010,0.12,0.17,0.2,0.26,0.43,0.68,1.34,1.99,2.61,3.49,3.79
9/22/2010,0.12,0.16,0.19,0.25,0.44,0.68,1.33,1.96,2.56,3.43,3.74
9/23/2010,0.13,0.16,0.2,0.25,0.45,0.67,1.34,1.96,2.56,3.43,3.73
9/24/2010,0.09,0.15,0.19,0.25,0.45,0.69,1.37,2.01,2.62,3.5,3.79
9/27/2010,0.08,0.16,0.19,0.26,0.44,0.66,1.31,1.92,2.54,3.4,3.7
9/28/2010,0.08,0.16,0.2,0.26,0.37,0.64,1.25,1.85,2.48,3.35,3.66
9/29/2010,0.12,0.16,0.2,0.27,0.44,0.67,1.28,1.91,2.52,3.38,3.69
9/30/2010,0.14,0.16,0.19,0.27,0.42,0.64,1.27,1.91,2.53,3.38,3.69
10/1/2010,0.15,0.16,0.19,0.26,0.42,0.63,1.26,1.9,2.54,3.4,3.71
10/4/2010,0.15,0.13,0.19,0.26,0.41,0.62,1.23,1.86,2.5,3.39,3.71
10/5/2010,0.14,0.12,0.18,0.25,0.41,0.6,1.21,1.83,2.5,3.41,3.74
10/6/2010,0.14,0.13,0.17,0.24,0.38,0.57,1.16,1.77,2.41,3.34,3.67
10/7/2010,0.15,0.13,0.17,0.23,0.36,0.54,1.14,1.76,2.41,3.38,3.72
10/8/2010,0.14,0.12,0.16,0.21,0.35,0.54,1.11,1.75,2.41,3.39,3.75
10/11/2010,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
10/12/2010,0.14,0.13,0.17,0.21,0.37,0.59,1.14,1.77,2.44,3.44,3.8
10/13/2010,0.14,0.13,0.18,0.22,0.37,0.57,1.13,1.77,2.46,3.48,3.84
10/14/2010,0.15,0.14,0.17,0.22,0.38,0.6,1.18,1.83,2.52,3.54,3.91
10/15/2010,0.14,0.14,0.17,0.22,0.37,0.59,1.2,1.88,2.59,3.62,3.98
10/18/2010,0.14,0.15,0.18,0.23,0.38,0.55,1.14,1.81,2.52,3.57,3.93
10/19/2010,0.14,0.14,0.18,0.22,0.37,0.54,1.11,1.79,2.5,3.53,3.9
10/20/2010,0.14,0.14,0.17,0.22,0.35,0.52,1.11,1.79,2.51,3.53,3.89
10/21/2010,0.13,0.13,0.18,0.22,0.37,0.52,1.15,1.85,2.57,3.59,3.95
10/22/2010,0.13,0.13,0.18,0.21,0.35,0.54,1.17,1.88,2.59,3.59,3.94
10/25/2010,0.13,0.14,0.18,0.23,0.37,0.55,1.2,1.89,2.59,3.56,3.91
10/26/2010,0.14,0.14,0.18,0.23,0.4,0.59,1.27,1.98,2.67,3.66,4
10/27/2010,0.14,0.14,0.18,0.23,0.4,0.64,1.34,2.06,2.75,3.72,4.06
10/28/2010,0.14,0.13,0.18,0.23,0.37,0.56,1.23,1.97,2.69,3.7,4.05
10/29/2010,0.14,0.12,0.17,0.22,0.34,0.51,1.17,1.89,2.63,3.64,3.99
11/1/2010,0.14,0.13,0.16,0.22,0.34,0.5,1.17,1.9,2.66,3.66,4.01
11/2/2010,0.13,0.13,0.16,0.22,0.34,0.51,1.15,1.87,2.63,3.58,3.93
11/3/2010,0.13,0.13,0.16,0.22,0.34,0.49,1.11,1.85,2.67,3.71,4.09
11/4/2010,0.13,0.13,0.17,0.21,0.33,0.45,1.04,1.73,2.53,3.62,4.04
11/5/2010,0.13,0.13,0.16,0.22,0.38,0.51,1.1,1.77,2.58,3.69,4.12
11/8/2010,0.12,0.13,0.16,0.22,0.41,0.59,1.13,1.78,2.6,3.7,4.12
11/9/2010,0.11,0.13,0.16,0.24,0.46,0.66,1.27,1.91,2.72,3.83,4.25
11/10/2010,0.12,0.13,0.16,0.24,0.44,0.63,1.23,1.84,2.65,3.83,4.25
11/12/2010,0.11,0.13,0.17,0.27,0.51,0.73,1.35,1.98,2.76,3.88,4.26
11/15/2010,0.12,0.14,0.19,0.29,0.53,0.81,1.51,2.16,2.92,4.01,4.38
11/16/2010,0.13,0.15,0.19,0.27,0.51,0.79,1.49,2.13,2.85,3.9,4.26
11/17/2010,0.13,0.14,0.19,0.26,0.5,0.77,1.49,2.16,2.89,3.95,4.31
11/18/2010,0.13,0.15,0.19,0.26,0.52,0.77,1.51,2.2,2.9,3.95,4.29
11/19/2010,0.12,0.14,0.19,0.27,0.52,0.78,1.54,2.2,2.88,3.91,4.25
11/22/2010,0.12,0.15,0.2,0.26,0.49,0.72,1.44,2.11,2.8,3.85,4.2
11/23/2010,0.15,0.15,0.2,0.26,0.45,0.69,1.4,2.08,2.77,3.82,4.18
11/24/2010,0.16,0.16,0.2,0.28,0.53,0.81,1.56,2.24,2.93,3.96,4.29
11/26/2010,0.16,0.16,0.21,0.28,0.51,0.78,1.53,2.21,2.87,3.88,4.21
11/29/2010,0.16,0.18,0.21,0.28,0.52,0.77,1.51,2.19,2.84,3.83,4.16
11/30/2010,0.18,0.17,0.21,0.27,0.45,0.72,1.47,2.16,2.81,3.8,4.12
12/1/2010,0.17,0.16,0.2,0.28,0.53,0.84,1.64,2.33,2.97,3.95,4.24
12/2/2010,0.16,0.16,0.19,0.29,0.55,0.86,1.68,2.37,3.01,3.97,4.27
12/3/2010,0.14,0.14,0.19,0.26,0.49,0.8,1.64,2.36,3.03,4.01,4.32
12/6/2010,0.14,0.15,0.19,0.26,0.42,0.73,1.53,2.26,2.95,3.94,4.25
12/7/2010,0.08,0.14,0.19,0.28,0.54,0.87,1.74,2.51,3.15,4.11,4.39
12/8/2010,0.08,0.15,0.18,0.3,0.63,0.97,1.87,2.62,3.26,4.18,4.45
12/9/2010,0.09,0.14,0.18,0.3,0.64,0.99,1.9,2.62,3.23,4.15,4.41
12/10/2010,0.09,0.13,0.18,0.29,0.64,1.03,1.98,2.7,3.32,4.19,4.43
12/13/2010,0.1,0.15,0.19,0.29,0.61,0.98,1.91,2.64,3.29,4.15,4.39
12/14/2010,0.09,0.15,0.2,0.3,0.66,1.06,2.08,2.84,3.49,4.32,4.54
12/15/2010,0.08,0.14,0.2,0.3,0.68,1.08,2.11,2.88,3.53,4.37,4.59
12/16/2010,0.08,0.13,0.19,0.31,0.66,1.05,2.06,2.81,3.47,4.32,4.57
12/17/2010,0.05,0.11,0.18,0.3,0.61,0.99,1.97,2.69,3.33,4.19,4.41
12/20/2010,0.04,0.14,0.19,0.3,0.62,1.01,1.99,2.72,3.36,4.21,4.44
12/21/2010,0.09,0.14,0.19,0.3,0.63,1.02,1.99,2.71,3.35,4.21,4.44
12/22/2010,0.07,0.14,0.2,0.3,0.65,1.05,2.02,2.74,3.36,4.23,4.45
12/23/2010,0.07,0.14,0.19,0.3,0.67,1.1,2.09,2.8,3.41,4.26,4.47
12/27/2010,0.06,0.17,0.22,0.32,0.71,1.11,2.08,2.76,3.36,4.2,4.42
12/28/2010,0.08,0.15,0.21,0.31,0.75,1.17,2.18,2.89,3.5,4.33,4.53
12/29/2010,0.05,0.13,0.2,0.3,0.64,1.05,2.03,2.75,3.35,4.19,4.41
12/30/2010,0.05,0.12,0.2,0.29,0.66,1.07,2.06,2.76,3.38,4.21,4.43
12/31/2010,0.07,0.12,0.19,0.29,0.61,1.02,2.01,2.71,3.3,4.13,4.34
1/3/2011,0.11,0.15,0.19,0.29,0.61,1.03,2.02,2.74,3.36,4.18,4.39
1/4/2011,0.12,0.14,0.19,0.28,0.63,1.04,2.01,2.72,3.36,4.21,4.44
1/5/2011,0.13,0.14,0.19,0.31,0.71,1.16,2.14,2.86,3.5,4.34,4.55
1/6/2011,0.13,0.15,0.18,0.3,0.68,1.11,2.09,2.8,3.44,4.31,4.53
1/7/2011,0.13,0.14,0.18,0.29,0.6,1.02,1.96,2.69,3.34,4.25,4.48
1/10/2011,0.14,0.15,0.18,0.29,0.59,0.99,1.93,2.65,3.32,4.23,4.47
1/11/2011,0.15,0.15,0.19,0.28,0.6,1.03,1.98,2.7,3.37,4.26,4.49
1/12/2011,0.15,0.15,0.18,0.26,0.61,1.03,1.99,2.71,3.4,4.28,4.52
1/13/2011,0.15,0.15,0.18,0.26,0.59,1,1.93,2.65,3.34,4.24,4.5
1/14/2011,0.14,0.15,0.18,0.27,0.59,1,1.95,2.66,3.35,4.27,4.53
1/18/2011,0.15,0.16,0.19,0.26,0.6,1,1.97,2.7,3.39,4.31,4.56
1/19/2011,0.16,0.16,0.19,0.27,0.6,0.98,1.95,2.69,3.37,4.27,4.53
1/20/2011,0.15,0.16,0.19,0.27,0.65,1.07,2.06,2.81,3.47,4.36,4.6
1/21/2011,0.15,0.16,0.19,0.27,0.63,1.05,2.04,2.77,3.44,4.33,4.57
1/24/2011,0.15,0.16,0.18,0.28,0.65,1.05,2.03,2.76,3.43,4.31,4.55
1/25/2011,0.15,0.16,0.18,0.27,0.62,1,1.96,2.68,3.35,4.23,4.48
1/26/2011,0.15,0.16,0.18,0.27,0.62,1.05,2.03,2.76,3.45,4.34,4.59
1/27/2011,0.13,0.15,0.17,0.25,0.59,1,1.98,2.75,3.42,4.31,4.57
1/28/2011,0.13,0.15,0.15,0.24,0.54,0.96,1.92,2.66,3.36,4.26,4.53
1/31/2011,0.15,0.15,0.17,0.26,0.58,0.98,1.95,2.71,3.42,4.33,4.58
2/1/2011,0.16,0.15,0.18,0.27,0.61,1.04,2.02,2.79,3.48,4.37,4.62
